Name,Old_price,New_price,Discount,Rating
AC PRO AC Air Conditioner Universal Remote Control For All Airconditioner Brand; LG Samsung Hisènse Haìer Thermòcool Nexùs Skyrùn Pòlystàr Midea Rite Tek Royal Bruhm Etc, ,"₦ 4,399", ,2.5 out of 5
Djack Powerful X-Bass Bluetooth Home Theater System,"₦ 126,999","₦ 54,990",57%, 
LED Waterproof Torch Strong Light Super Bright Portable,"₦ 7,843","₦ 4,000",49%,4 out of 5
A11 WIRELESS DECK SUBWOOFER- BLACK,"₦ 65,000","₦ 25,490",61%,4.2 out of 5
CRYSTAL SOUND E66 Portable Bluetooth Speaker,"₦ 20,000","₦ 16,000",20%,4.5 out of 5
Dstv HD Remote Control, ,"₦ 2,600", ,4.1 out of 5
Amani 32-Inch HD Digital Flat TV + Free Gift Inside,"₦ 198,000","₦ 132,990",33%,3.8 out of 5
1080P Night Vision WiFi E27 Bulb 360° Panoramic PTZ Auto Tracking Home Security Camera,"₦ 12,304","₦ 6,275",49%, 
Bluetooth 5.0Wireless Waterproof Noise Reduction Headsets,"₦ 6,637","₦ 5,531",17%,1 out of 5
HOME THEATRE SYSTEM WITH BLUETOOTH AND DVD PLAYER, ,"₦ 56,990", ,3 out of 5
LG Inverter AC Remote Control, ,"₦ 4,200", ,3.8 out of 5
"Energy 32"" INCH HD LED ENERGY TV WITH WARRANTY@ Promo Price","₦ 495,000","₦ 133,490",73%,4.6 out of 5
Hisense 50W Micro Hi-Fi System HA120,"₦ 225,000","₦ 166,999",26%,3.8 out of 5
HDMI Male To 3 RCA Video Audio AV Cable For HDTV DVD 1080P,"₦ 7,000","₦ 5,000",29%,3.6 out of 5
Rechargable Cellphone LED Mini Selfie Ring Light For All Smart Phones And Tablets-White,"₦ 5,000","₦ 3,490",30%,4.1 out of 5
Smart LED Motion Sensor Night Light Auto On/Off Wireless Wall Lamp Battery Operated,"₦ 17,000 - ₦ 57,000","₦ 7,650 - ₦ 30,650",55%,5 out of 5
Reponic RGB Rechargeable Speaker Soundbar With Strong Bass,"₦ 42,890","₦ 27,800",35%,4 out of 5
Baofeng 10pieces Baofeng BF-888s Walkie Talkie With Earpieces,"₦ 200,000","₦ 130,000",35%,4.3 out of 5
Rohs 12 Inch Ring Light & Tripod Stand & Phone Holder Dimmable RGB LED Selfie RingLights & Remote For Photos & YouTube Videos,"₦ 31,000","₦ 16,500",47%,3.8 out of 5
Anker Soundcore Mini 3 Pro Bluetooth Speaker, ,"₦ 47,900", ,4.8 out of 5
HDMI Port Male To 2 Female 1 In 2 Out Splitter Cable Adapter Converter, ,"₦ 4,899", ,3.8 out of 5
E58 Foldable Drone  Selfie Quadcopter 4KHD Camera Video,"₦ 120,398","₦ 60,199",50%,3 out of 5
"32""-80"" Double Arm Tv Adjustable Wall Hanger","₦ 25,000","₦ 24,500",2%,4.9 out of 5
Dummy Fake Security Camera Simulated With Flashing Red Light,"₦ 15,600","₦ 3,800",76%,4.7 out of 5
4pcs Quality Rechargeable Lithium  Battery 3.7v & Charger, ,"₦ 14,899", ,4.5 out of 5
Duracell RECHARGEABLE BATTERY AND CHARGER, ,"₦ 9,000", ,3.2 out of 5
Ringlight LED 18 Inches 48cm - Ring Light Stand(EXTRA LARGE 48CM), ,"₦ 38,000", ,4.6 out of 5
P9 Headphone Wireless Bluetooth Stereo Foldable - White,"₦ 15,000","₦ 7,500",50%,5 out of 5
Dp Led Light 2PCS Dp Led Light Lithium 2000mah Rechargeable Battery 3.7v,"₦ 40,000","₦ 4,500",89%,4.4 out of 5
S150 4K HD RC WiFi FPV Long Fly Drone WITH 2 BATTERIES Quadcopters Drone, ,"₦ 95,000", ,3 out of 5
Smart Glasses Wireless Bluetooth-compatible Hands-Free Calling Music Audio Sport Headset Eyewear Intelligent Eyeglasses Dropship,"₦ 40,000","₦ 28,000",30%, 
PowMr 2KVA 80A MPPT Hybrid Solar Inverter 12v 400Voc 230Vac,"₦ 412,871","₦ 247,881",40%,3 out of 5
DVD/Decoder Wall Shelf - Wall Decor Shelf,"₦ 26,000","₦ 18,990",27%,4.4 out of 5
Binatone 13 AMP Automatic Voltage Protector (AVP-1300) - White,"₦ 19,590","₦ 15,399",21%,4.4 out of 5
1000w Power Inverter, ,"₦ 28,800", ,4.5 out of 5
Samsung LED LCD UHD HD 4K 8K ULTAR QLED SMART, ,"₦ 4,000", ,4.3 out of 5
V14 RC Drone 4K 1080P Dual Camera WIFI FPV Quadcopter Drone With Extra Batteries,"₦ 109,999","₦ 99,990",9%,4 out of 5
3-in-1 Mobile Phone Lens Fisheye Lens 0.67x Wide Angle Zoom Macro Lens With Clip For Smartphone - Black, ,"₦ 7,000", ,1 out of 5
Amani 43”Inch 4k UHD Smart Android +FREE GIFT,"₦ 330,000","₦ 217,500",34%,4.1 out of 5
"Star Projector, LED Night Light Projector With Bluetooth Speaker, Galaxy Night Light With Remote Control Star Light Projector For Bedroom/Game Rooms/Home Theatre/ Ambiance","₦ 39,999","₦ 20,979",48%, 
Samsung Galaxy Fast Charge Adaptive Charger For All Type C Devices,"₦ 4,000","₦ 2,900",28%, 
"82"" TOUCH SCREEN INTERACTIVE WHITE BOARD","₦ 590,000","₦ 450,000",24%, 
Bluetooth MP With FM Radio And In-built Battery,"₦ 40,000","₦ 23,500",41%,3.9 out of 5
BLUETOOTH ZONE Zealot Wireless Bluetooth Headphones Ipod Earpiece For Apple Iphone Ipods And Android  Earpóds Headset Studio Gaming For Cheap Earbods Headphone,"₦ 19,000","₦ 18,450",3%,4.1 out of 5
"TV LED Light Strip,With Remote Controller And Adapter","₦ 7,000","₦ 5,999",14%,3.4 out of 5
Panasonic Panasonic Super Uni-Directional Condenser Microphone & Boom Mic For Camera, ,"₦ 21,000", ,4.1 out of 5
Sanyo 43'' FULL HD SCREEN TV,"₦ 205,000","₦ 190,000",7%,3 out of 5
TYPE A1 Iphone 12 11 Xs Mas X 8 7 6 Fast Data Cable,"₦ 3,000","₦ 1,500",50%,3.9 out of 5
Smart Android Tv Box MXQ PRO 5G 4K Ultra HD Video+HDMI Cable,"₦ 35,000 - ₦ 37,000","₦ 28,950 - ₦ 30,500",22%,3.8 out of 5
Polystar TOWER SOUNDBAR SYSTEM,"₦ 129,000","₦ 99,000",23%,4.6 out of 5
2.1 Sound System + Bluetooth,"₦ 120,999","₦ 99,999",17%,3.3 out of 5
Philips Classic Dry Iron (HD1172) - Grey,"₦ 34,000","₦ 21,500",37%,5 out of 5
Type C USB 3.1 Male To HDMI USB 3.0 Type C Charger Adapter Female Support 4K For Macbook,"₦ 12,000","₦ 9,450",21%,4.8 out of 5
WS302 Support FM RADIO Wireless Mini Speaker, ,"₦ 8,999", ,4.8 out of 5
Samsung 45W Super Fast Charge Adaptive Charging For Note 20 Ultra S20 S21 S22 S23 Ultra Type-C To Type-C, ,"₦ 5,500", ,5 out of 5
Lithium Battery Charger 4 Slot Type,"₦ 12,000","₦ 7,500",38%,4 out of 5
Type Z Fast Type - C Iphone Samsung Charger Head USB C Adapter 3PIN HEAD,"₦ 8,000","₦ 4,999",38%,4.2 out of 5
Type Z Fast Type - C Iphone Samsung Charger Head USB C Adapter 3PIN HEAD,"₦ 8,000","₦ 4,999",38%,4.2 out of 5
WIRELESS CHARGER Magnetic IPhone Wireless Charging Powerbank Original Power Bank,"₦ 45,000","₦ 13,999",69%,1 out of 5
Dstv Zappa HD Decoder Alone,"₦ 38,500","₦ 31,850",17%,4.6 out of 5
Gimbal Vblogging Kit/Video Maker Kit+Mic+Tripod+Holder/Light,"₦ 18,700","₦ 11,500",39%,3.1 out of 5
"Samsung TYPE A1 USB-C Fast Data Type-C To Type C Cable For Android, MacBook","₦ 5,000","₦ 2,390",52%,4.5 out of 5
Djack Powerful Bluetooth Home Theatre Dj-5055+ DVD Player,"₦ 165,000","₦ 135,500",18%,4.6 out of 5
"Camera Lens Shield Protector For IPhone ,11,12,13,14,15 PRO MAX Etc","₦ 7,000 - ₦ 17,000","₦ 3,500",79%,4 out of 5
Duravolt 1KVA Automatic Voltage Stabilizer(AVR) -1000watts Stabilizer,"₦ 66,000","₦ 38,500",42%,4.4 out of 5
14-42 Adjustable/swivel Tv Wall Hanger,"₦ 15,000","₦ 12,000",20%, 
Powerful Bluetooth Speaker + Free Loud Microphone, ,"₦ 28,509", ,4.6 out of 5
"New 4K Mini WiFi IP Camera Hidden Built-in Battery CCTV Wireless Micro Night Vision Home Monitor,", ,"₦ 14,700", ,3 out of 5
LG Inverter AC Remote Control, ,"₦ 4,600", ,4.3 out of 5
Doorbell Video Door Bell WiFi Smart DoorBell With Camera & Phone Home, ,"₦ 19,990", ,3.5 out of 5
Haier Thermocool Automatic Voltage Regulator 2000VA Digital Stabilizer,"₦ 193,500","₦ 86,905",55%,4.7 out of 5
"Earpiece, Headset, Hand Free,","₦ 20,000",₦ 300,99%,5 out of 5
Samsung 25 Watts Galaxy Super Fast Charging Adaptive(type C - Type C),"₦ 7,000","₦ 4,900",30%,4.6 out of 5
Century 2000VA AUTOMATIC VOLTAGE REGULATOR STABILIZER .,"₦ 90,000","₦ 67,000",26%,4.3 out of 5
"Universal LED TV Stand (24""- 55"")-TV Shelf - TV Mount","₦ 40,000","₦ 29,990",25%,4.7 out of 5
LG XBOOM- Bluetooth Home Audio Speaker System,"₦ 104,999","₦ 87,500",17%,4.3 out of 5
Cctv PTZ Wireless CCTV Security Camera Wifi HD 4G SIM Wirless Solar Powered Wirwless Battery (ptz), ,"₦ 115,000", ,3 out of 5
LASA AUX AUDIO 3.5MM CABLE CAR ELBOW FLAT MALE TO MALE 1.5M,"₦ 3,296","₦ 1,681",49%,4.4 out of 5
Djack DJ 664 HEAVY DUTY BOOM SPEAKER + FREE SURGE,"₦ 115,000","₦ 110,500",4%,4.2 out of 5
USB To DC Boost Converter Cable 5V To 9V 12V Led Display,"₦ 7,500","₦ 6,900",8%,2.7 out of 5
Recrsi RE-X016 Gaming Headset With Mic,"₦ 20,000","₦ 13,989",30%, 
Amely Universal Air Conditioner Remote Control, ,"₦ 3,950", ,5 out of 5
2.1ch Multimedia Bluetooth Wireless Speaker System, ,"₦ 69,499", ,4.1 out of 5
LG DVD Player DV 2608 USB Black,"₦ 98,000","₦ 18,800",81%,4.4 out of 5
3.1ch Powerful Bluetooth Powerful Home Theater Black HT-005, ,"₦ 43,980", , 
Newcastle 250W 2.1Ch Audio SoundBar With Wireless Subwoofer,"₦ 120,000","₦ 115,800",4%,4.3 out of 5
Multi-Outlets Travel All In 1 Universal Adapter,"₦ 20,620","₦ 12,190",41%,4.5 out of 5
Phone Holder Suction Silicone Case Adhesive For All Phones,"₦ 3,800","₦ 2,100",45%, 
Vision 43” Smart Full HD LED TV + Free Wall Bracket-(R),"₦ 1,210,000","₦ 223,990",81%,3.8 out of 5
Wired Headphones Earbuds For Apple Iphone 7 8 X XS XR 11 12 13 IOS Original Earphone Iphone EARPIECE Headset EarPód,"₦ 3,000","₦ 2,999",1%, 
MV7 PODCAST MICROPHONE, ,"₦ 55,500", , 
"Microphone Professional Mobile Phone, Camera & Laptop Microphone Mini Microphone Kit For Making Vlog Video (3.5wrd)","₦ 8,000","₦ 5,999",25%,3.7 out of 5
"Hisense 50”Smart UHD 4K TV+Bluetooth,Netflix,YouTube & Prime Video-50","₦ 690,000","₦ 499,900",28%, 
STONE-TECH TV-Fridge Surge Protector 13A+ Indicator Light, ,"₦ 4,500", , 
"Newcastle High Bass Sound Bar Bluetooth, AUX & USB JET", ,"₦ 95,500", ,4 out of 5
Solar Waterproof Torch Multifunction With Auxiliary Light,"₦ 9,412","₦ 4,800",49%,4.3 out of 5
Strong Phone And Camera Tripod Stand,"₦ 100,000","₦ 33,000",67%,4.1 out of 5
Baofeng Security PhoneBaofeng BF-888s Walkie Talkie With Earpieces,"₦ 35,000","₦ 28,000",20%,3.8 out of 5
"TUCCI Adjustable Headset Headphone With Microphone 3.5mm Plug For Gaming, PC/Laptop And Mobile Devices", ,"₦ 15,000", ,4.3 out of 5
LG Powerful DVD Player Dv 505 With Last Memory-PERFECT,"₦ 25,000","₦ 22,900",8%,3.6 out of 5
Oraimo PowerHub OWS-U351 Smart Fast Charging 4 AC Outlets 3 USB Ports UK Massive Extension Socket,"₦ 29,000","₦ 13,500",53%,1 out of 5
Baofeng 888S Walkie Talkie Earpiece - Black/White,"₦ 6,000","₦ 5,900",2%,4.4 out of 5
"Infinity 50"" INCH SMART Full HD 4K SCREEN TV + FREE WALL HANGER","₦ 390,000","₦ 334,000",14%,4.5 out of 5
2 In 1 USB Wireless Bluetooth Audio Transmitter And Receiver,"₦ 5,900","₦ 4,900",17%,3.8 out of 5
Wireless Earphones Bluetooth 5.3 Earphones TWS Earbuds Built-in Microphone In-Ear,"₦ 12,546","₦ 6,854",45%,3.5 out of 5
Super Scanner Handheld Bar Code USB Wireless  Barcode Scanner For Supermarket Warehouse Etc,"₦ 35,000","₦ 32,949",6%,5 out of 5
Gotv HDMI Decoder + Antenna + Remote + Adapter, ,"₦ 36,500", ,4 out of 5
Amani 43''InchSmart Android TV With Wi-fi Function Smart Tv,"₦ 1,250,000","₦ 224,990",82%,4.4 out of 5
Gaming Headset Headphone 7.1 Surround Sound With Microphone,"₦ 31,600","₦ 13,800",56%,4.5 out of 5
Solar 1000watts Power Inverter With Inbult Charger, ,"₦ 39,500", ,4.6 out of 5
Finger Ring Holder 360 Degree Mobile Phone Smartphone Finger Stand Holder-silver,"₦ 1,838","₦ 1,370",25%,4.8 out of 5
Color Changing Portable Wireless Bluetooth Speaker With Light,"₦ 19,999","₦ 12,000",40%,2 out of 5
Mini HDMI To HDMI Cable,"₦ 7,500","₦ 5,500",27%,5 out of 5
Home 1080P High-definition WIFI Camera,"₦ 29,286","₦ 17,900",39%, 
Dstv 90cm Dish Set+ DSTV Zappa Decoder + Yanga  Sub,"₦ 125,000","₦ 90,000",28%, 
"Adjustable 15-27"" TV Wall Bracket","₦ 8,000","₦ 7,999",1%,4.2 out of 5
High Speed HDMI To HDMI Cable Ultra HD, ,"₦ 2,600 - ₦ 24,750", ,4.6 out of 5
Mercury Maverick 1050VA UPS, ,"₦ 88,500", ,4.8 out of 5
Panasonic 12V  7.2AH PANASONIC RECHARGEABLE BATTERY, ,"₦ 12,899", ,3.5 out of 5
HD Flip-screen Selfie Camera 16 Million Pixel DV Camera,"₦ 70,742","₦ 49,520",30%,2 out of 5
Adapter OTG Tpye-c IPhone Flash Drive Audio Black,"₦ 12,000","₦ 4,300",64%,4.7 out of 5
Panasonic Rechargeable AA 4600mAh 1.2V Battery, ,"₦ 4,000", ,3.7 out of 5
"Infinity 43"" BLUETOOTH SMART ANDROID UHD TV-FRAMELESS + WALL BRACKET","₦ 270,000","₦ 227,900",16%,4 out of 5
Tripods 2.1M Phone Camera Tripods Stand Holder Live Stream Holder With Phone Clip Holder For Ring Light YouTube Video Stand,"₦ 19,737","₦ 10,066",49%,4 out of 5
Full HD 1080P Mini Camcorders Camera Glasses, ,"₦ 70,700", , 
Bluetooth Home Theatre 65W Soundbar Plus Woofer WN5500BS,"₦ 105,890","₦ 79,800",25%,4.1 out of 5
"1.6M(5.24Ft) Top Quality Aluminum SLR DSLR Camera Lightweight Tripod With Bag,1 Free Phone Holder & 1 Blutooth Shutter/Camera Tripod.","₦ 19,999","₦ 17,900",10%,4.5 out of 5
Air31 transparent shell Bluetooth 5.3 earbuds HIFI LED waterproof TWS universal wireless,"₦ 8,050","₦ 5,474",32%, 
1000Watt Power Inverter, ,"₦ 28,890", ,3.7 out of 5
For Samsung Galaxy Buds Live Earphone Protective Case,"₦ 4,900","₦ 2,800",43%,5 out of 5
2000VA Automatic Voltage Regulator Stabilizer,"₦ 69,041","₦ 35,211",49%,5 out of 5
Newcastle 250W 2.1Ch Audio Sound Bar With Wireless SubWoofer,"₦ 140,000","₦ 109,999",21%,4 out of 5
Live Streaming Vlogging Kit LED Video Light Phone Holder With Microphone For YouTube/Tiktok/Facebook/Camera,"₦ 36,000","₦ 14,980",58%,4 out of 5
2 IN 1 Bluetooth 5.0 Audio Receiver Transmitter Wireless Adapter For TV PC Car Speakers,"₦ 6,500","₦ 4,900",25%,5 out of 5
Portable Rechargeable Bluetooth Speaker+Free,"₦ 25,000","₦ 20,990",16%,4.2 out of 5
"84 Inch Projector Screen, 16:9 Foldable Anti-Crease Portable Projection Movies Screens","₦ 17,460","₦ 14,560",17%,5 out of 5
Type C To 3.5MM Digital Audio Aux Cable USB Samsung Jack,"₦ 5,600","₦ 3,800",32%, 
Portable Rechargeable Bluetooth Speaker+Free,"₦ 25,000","₦ 20,990",16%,4.2 out of 5
"84 Inch Projector Screen, 16:9 Foldable Anti-Crease Portable Projection Movies Screens","₦ 17,460","₦ 14,560",17%,5 out of 5
Stone 13A Voltage Display Fridge TV Guard Surge Protector,"₦ 16,000 - ₦ 25,000","₦ 8,000 - ₦ 13,500",50%,4.5 out of 5
Mini HD 1080P Night Vision Wireless WiFi Spy Hidden Camera, ,"₦ 14,800", , 
SPY Camera Security Mini Digital Camera Cctv Wireless, ,"₦ 11,999", ,2.8 out of 5
S1S 4k Professional 8k HD Camera Obstacles Avoidance Brushless Foldable Drone With Extra Batteries,"₦ 160,000","₦ 119,990",25%, 
Series 8 Super Sports Smart Watch Ultra Clear Screen Bluetooth Call Smart Watch T8 Suitable for Android and IOS-2 Straps,"₦ 22,032","₦ 12,240",44%,4.7 out of 5
Home Flower-HF 3008 Bluetooth Home Theater System,"₦ 78,000","₦ 58,800",25%,4.5 out of 5
"Professional Video Camera 4K Ultra HD 64MP Touchscreen Camcorder Wifi APP Control 4.0 Inch With 2pcs Of 4500mAH Battery For YouTube Live Streaming 18X Digital Zoom IR Night Vision Live Streaming, Comedy Skit, Photography", ,"₦ 400,000", ,4.5 out of 5
Djack Powerful Bluetooth Home Theater+ Free DVD Player+ 16g Flash,"₦ 90,000","₦ 75,000",17%,4.3 out of 5
Cute Cat Ear Bluetooth 5.0 Wireless LED Earphones With Microphone Noise Cancelling Stereo Music Foldable Earphones,"₦ 9,286","₦ 6,950",25%,1 out of 5
True Wireless Earphones Bluetooth 5.3 Earphones TWS Earbuds Built-in Microphone In-Ear, ,"₦ 15,359", ,5 out of 5
Hifinit Smart Projector Support 4K Android WiFi Smart Phone,"₦ 399,999","₦ 135,600",66%, 
Audio Cable Canon XLR Female To 3.5 Jack Male Aux Connector,"₦ 9,500","₦ 4,900",48%,5 out of 5
Enigizer Rechargeable AA Battery, ,"₦ 3,899", ,3 out of 5
Microphone Logitech Studio DJ Headphones Dynamic Professional Headsets With Microphone For DJ Gaming Podcast, ,"₦ 16,900", ,4 out of 5
VL-60 BI Mobile Phone LED Light, ,"₦ 20,000", ,5 out of 5
Portable DVD AUDIO  DECODER WALL SHELF WITH DRAWERS,"₦ 38,000 - ₦ 48,000","₦ 35,990 - ₦ 39,990",25%,4.1 out of 5
Earpiece For Two Way Radio Walkie Talkie - Black/White,"₦ 29,900","₦ 6,000",80%,5 out of 5
LG Smart TV Remote Control All Models LCD LED 3D HDTV Smart TV, ,"₦ 3,500", ,4.7 out of 5
TV Guard Voltage Protection - White 2 0021,"₦ 9,960","₦ 4,990",50%,4 out of 5
Solar Powered 4G Simcard PTZ CCTV Camera,"₦ 150,000","₦ 119,000",21%,4.6 out of 5
Bluetooth Home Theater System, ,"₦ 49,899", ,4.6 out of 5
P47 5.0 Wireless Bluetooth Stereo Foldable Headphone - White,"₦ 9,000","₦ 4,900",46%, 
Color Changing Portable Wireless Bluetooth Speaker With Light,"₦ 19,999","₦ 12,000",40%,2 out of 5
Satlink Digital Satellite Meter Finder,"₦ 86,000","₦ 69,000",20%,3 out of 5
"Umeox Factory Stock Smart Ring,islamic Tasbeeh,digital Clock,muslim Gift", ,"₦ 14,065 - ₦ 27,520", ,4.3 out of 5
Metro SLTV  Digital Decoder + 1month ( Work With All Dish & Size ),"₦ 62,000","₦ 48,000",23%,4 out of 5
"Hisense 40''Smart TV With Bluetooth,Netflix,Youtube","₦ 396,000","₦ 302,900",24%,4.4 out of 5
DVD/AUDIO CONSOLE  WALL SHELF -, ,"₦ 15,000", ,3.7 out of 5
"Infinity 55"" Inch 4K Ultra-HD Smart LED Android TV + FREE WALL HANGER","₦ 430,000","₦ 382,999",11%,3.9 out of 5
Eben 2.1 WIRELESS BLUETOOTH SPEAKER HOME THEATER, ,"₦ 69,900", ,4.5 out of 5
Dstv 60cm  Replacement Dish And LNB Only,"₦ 28,000","₦ 21,000",25%,3.2 out of 5
High Power 3.1 Bluetooth Home Theatre + Free DVD Player,"₦ 99,999","₦ 86,950",13%,3.9 out of 5
100W Photo/Studio Video Light Kit With Softbox & Tripod,"₦ 104,500","₦ 93,000",11%,4.7 out of 5
Solid Boom Bass Bluetooth Wireless Speaker,"₦ 46,000","₦ 28,900",37%,3.3 out of 5
Djack Dj 403 Bluetooth Home Theatre System +dvd Player, ,"₦ 68,000", ,4.8 out of 5
Strong SRT 4955 Free To Air Satellite HDMI RECIEVER,"₦ 39,000","₦ 28,500",27%,2.5 out of 5
Djack Bluetooth Home Theatre  System Free DVD Player,"₦ 178,000","₦ 89,990",49%,4.1 out of 5
Zealot Sparkle B570 Bluetooth Headphone,"₦ 20,000","₦ 15,500",23%,4.4 out of 5
"116plus smart watch heart rate and blood pressure monitor for men, women and children", ,"₦ 13,481", , 
Oraimo OR-29 Bluetooth Wireless Headphone Headset Earphone,"₦ 32,000","₦ 16,000",50%, 
12 Inches Automatic Led Ringlight With Stand And Phone/camera  Holder,"₦ 23,000","₦ 14,500",37%,4 out of 5
"Replacement USB Cable Charger For Vibrators, Dildos Sex Toy","₦ 4,900","₦ 2,800",43%,5 out of 5
HDMI To AV/3RCA TV Audio Video Cable HDMI To AV/3RCA,"₦ 8,057","₦ 4,840",40%, 
Fit Type Pattern Wired Type C Headphones Earbuds For Android Type C Enabled Earphones EARPIECE Headset EarPód For Samsung Redmi Etc,"₦ 7,000","₦ 4,200",40%,4.8 out of 5
4-Slot Plastic Storage Racks TV Remote Controller Holder,"₦ 7,550","₦ 4,995",34%, 
VR SHINECON VR Headset/Virtual Reality Glasses Phone EARPHONE With Remote Controller 3D,"₦ 85,000","₦ 51,950",39%,4.5 out of 5
10000MAH Mini UPS Battery Backup/Router Power Bank.,"₦ 34,000","₦ 32,000",6%,4.5 out of 5
Adjustable  Tripod Light Stand Steel Material For Photo Euipment,"₦ 15,000","₦ 12,000",20%,4.4 out of 5
Cctv Mini Security Camera With WiFi And Inbuilt Battery Night Vision.,"₦ 50,000","₦ 27,000",46%, 
Samsung 32 Inch Slim High Definition / LED TV,"₦ 320,000","₦ 190,000",41%,4 out of 5
Professional Video Photo Led Light Kit,"₦ 40,000","₦ 32,000",20%,4 out of 5
14 Inches RGB Ring Light That Uses Power Bank,"₦ 25,675","₦ 24,000",7%,4.8 out of 5
2023 S8 Smartwatch Men Women Fitness  Smartwatch,"₦ 22,468","₦ 15,252",32%,5 out of 5
6v 5ah Sealed Rechargeable Lead Acid Battery X 2, ,"₦ 12,700", ,3.7 out of 5
Mp3 Player Zealot Portable Bluetooth Speaker S53,"₦ 55,000","₦ 29,999",45%,4 out of 5
Upgraded Wireless Bluetooth Audio Receiver Adapter,"₦ 9,900","₦ 4,990",50%,4.2 out of 5
Anycast Miracast HDMI M9 PLUS Wireless HDMI TV Same Screen Receiver Fit For Apple Tv Android Tv Mobile Screen Cast, ,"₦ 11,800", ,4.3 out of 5
"1.6M  Quality Aluminum SLR DSLR Camera Lightweight Tripod With Bag,1 Free Phone Holder & 1 Blutooth Shutter/Camera Tripod.","₦ 19,999","₦ 17,900",10%,4.2 out of 5
LG Smart Tv Remote Control For All Models, ,"₦ 3,499", , 
TV98 Pro Android 14.0 TV Box With Bluetooth Voice Remote,"₦ 59,400","₦ 57,650",3%,4.2 out of 5
LG Bluetooth DVD Home Theatre System LHD667,"₦ 430,000","₦ 356,900",17%,3 out of 5
Hisense 43 Inch Full HD LED TV + Free Wall Bracket -,"₦ 378,000","₦ 292,900",23%,4.5 out of 5
TSES AUTOMATIC VOLTAGE REGULATOR (STABILIZER) SVR-10 5-2000V, ,"₦ 65,000", ,4.8 out of 5
Type Z 25W  Fast Type - C Iphone Charger Head USB C Adapter,"₦ 8,000","₦ 4,800",40%,4 out of 5
Kiki Clipper 5V DC Replacement Charger For Clippers,"₦ 10,000","₦ 5,500",45%,4.8 out of 5
Zealot S39 Super Bass Bluetooth Speaker,"₦ 87,800","₦ 59,700",32%,4 out of 5
Cat Ears Wireless Bluetooth Headset,"₦ 13,566","₦ 5,900",57%,4.7 out of 5
Binatone Automatic Voltage Protector AVP-1300,"₦ 40,000","₦ 18,999",53%, 
30A Inverter Battery Charger Fast Charge, ,"₦ 33,800", ,4.6 out of 5
20W Soundbar Home 3D Sound Bluetooth TV Speaker,"₦ 72,900","₦ 49,800",32%,3.8 out of 5
Android 12.0 Projector 4k Supported Outdoor Movie Projector,"₦ 283,000","₦ 170,000",40%, 
High Speed 4 Port 3.0 USB Splitter Expansion For Laptop,"₦ 9,999","₦ 5,495",45%,2.8 out of 5
